bookID,isbn,title,author,contributors,book_series,average_rating,num_pages,ratings_count,text_reviews_count,isbn13,language_code,publication_date,publisher
9503,034546401x,saving fish from drowning,amy tan,,n,3.43,472,26762,2524,9780000000000.0,eng,2006-09-26,ballantine books
9506,840806701x,un lugar llamado nada,amy tan,claudia conde,n,3.43,475,98,6,9790000000000.0,spa,2006-08-30,planeta publishing
9507,156032295,virginia woolf: an inner life,julia briggs,,n,4.15,544,635,21,9780000000000.0,eng,2006-11-06,mariner books
9512,014101380x,measure for measure,william shakespeare,,n,3.68,224,58,5,9780000000000.0,eng,2005-10-27,penguin group(ca)
9515,618134301,henry adams and the making of america,garry wills,,n,3.79,480,95,20,9780000000000.0,eng,2005-09-14,houghton mifflin harcourt
9516,037571457x,persepolis: the story of a childhood (persepolis  #1),marjane satrapi,mattias ripa,n,4.25,153,144121,8131,9780000000000.0,eng,2004-06-01,pantheon
9517,375714669,persepolis 2: the story of a return (persepolis  #2),marjane satrapi,anjali singh,n,4.24,187,57309,2308,9780000000000.0,eng,2005-08-02,pantheon books
9525,375424156,chicken with plums,marjane satrapi,,n,3.86,84,8539,667,9780000000000.0,eng,2006-10-03,pantheon books
9526,375714677,embroideries,marjane satrapi,anjali singh,n,3.86,144,14654,1121,9780000000000.0,eng,2006-04-18,pantheon
9529,753820250,the shadow of the wind (the cemetery of forgotten books  #1),carlos ruiz zafón,lucia graves,y,4.26,520,6726,1018,9780000000000.0,eng,2005-10-05,phoenix press
9531,078683787x,peter and the shadow thieves (peter and the starcatchers  #2),dave barry,ridley pearson/greg call,n,4.16,557,32307,1224,9780000000000.0,eng,2006-07-15,hyperion books
9532,765342405,ender's shadow (the shadow series  #1),orson scott card,,n,4.31,469,133114,4243,9780000000000.0,eng,2002-05-19,starscape
9534,812565959,shadow of the hegemon (the shadow series  #2),orson scott card,,n,3.95,451,65344,1419,9780000000000.0,eng,2001-12-09,tor books
9538,345453867,shadow dance (buchanan-renard  #6),julie garwood,,n,4.0,336,11205,431,9780000000000.0,eng,2006-12-26,ballantine books
9539,812513738,the shadow rising (the wheel of time  #4),robert jordan,,n,4.24,1007,148074,2471,9780000000000.0,eng,1993-10-15,tom doherty tor fantasy
9540,1595550445,the shadow party: how george soros  hillary clinton  and sixties radicals seized control of the democratic party,david horowitz,richard poe,n,4.2,304,227,32,9780000000000.0,eng,2006-08-06,thomas nelson
9542,373802544,cast in shadow (chronicles of elantra  #1),michelle sagara,michelle sagara west,n,3.79,507,14477,868,9780000000000.0,eng,2005-07-01,luna
9544,62507540,owning your own shadow: understanding the dark side of the psyche,robert a. johnson,,n,4.04,118,2685,182,9780000000000.0,eng,2009-06-09,harperone
9550,99283573,in praise of shadows,jun'ichirō tanizaki,thomas j. harper/edward g. seidensticker,n,4.09,73,467,32,9780000000000.0,eng,2001-05-03,vintage classics
9551,006062213x,shadow of the almighty: the life and testament of jim elliot,elisabeth elliot,,n,4.4,272,6946,182,9780000000000.0,eng,2009-09-29,harperone
9553,515135968,shadow game (ghostwalkers  #1),christine feehan,,n,4.12,323,15827,616,9780000000000.0,eng,2003-08-26,berkley books
9556,99448750,the elephant vanishes,haruki murakami,alfred birnbaum/jay rubin,n,3.86,327,1299,128,9780000000000.0,eng,2003-12-01,vintage books
9557,99448475,sputnik sweetheart,haruki murakami,philip gabriel,n,3.83,229,78434,3464,9780000000000.0,eng,2002-10-03,vintage
9558,60851899,back to wando passo,david     payne,,n,3.25,448,202,26,9780000000000.0,eng,2006-05-23,william morrow
9566,184243022x,still life with woodpecker,tom robbins,,n,4.05,288,63155,2286,9780000000000.0,eng,2001-04-09,no exit press
9567,184243036x,half asleep in frog pajamas,tom robbins,,n,3.74,389,18417,542,9780000000000.0,eng,2002-01-05,no exit press
40364,553574019,the martians (mars trilogy  #3.5),kim stanley robinson,,n,3.56,434,1495,92,9780000000000.0,eng,2000-10-03,spectra books
9577,3499156717,panaroma: jitterbug perfume,tom robbins,nikolaus hansen,n,4.25,556,59,4,9780000000000.0,deu,1985-12-05,rowohlt verlag
9582,3499154293,ein platz für hot dogs: another roadside attraction,tom robbins,pociao/roberto de hollanda,n,3.98,376,3,0,9780000000000.0,deu,1997-06-01,rowohlt verlag
9585,3499224429,halbschlaf im froschpyjama,tom robbins,pociao/walter hartmann,n,3.74,459,22,2,9780000000000.0,deu,1998-11-02,rowohlt verlag
9590,385333471,god bless you  mr. rosewater,kurt vonnegut jr.,,n,3.96,288,40599,1127,9780000000000.0,eng,1998-09-08,dial press
9591,385333811,wampeters  foma and granfalloons,kurt vonnegut jr.,,n,3.79,318,7213,139,9780000000000.0,eng,1999-01-12,dial press trade paperback
9592,385334141,mother night,kurt vonnegut jr.,,n,4.22,282,64096,2316,9780000000000.0,eng,1999-05-11,dial press
9593,385333870,galápagos,kurt vonnegut jr.,,n,3.88,324,55850,1990,9780000000000.0,eng,1999-01-12,dial press
9594,99267543,timequake,kurt vonnegut jr.,,n,3.72,219,23527,822,9780000000000.0,eng,1998-08-06,vintage classics
9595,385334230,slapstick  or lonesome no more!,kurt vonnegut jr.,,n,3.87,288,31084,1062,9780000000000.0,eng,1999-05-11,dial press
3818,083082605x,original sin: illuminating the riddle,henri blocher,,n,3.68,158,64,16,9780000000000.0,eng,2000-10-02,ivp academic
9602,385334265,palm sunday: an autobiographical collage,kurt vonnegut jr.,,n,3.77,300,5135,192,9780000000000.0,eng,1999-05-11,dial press
9603,60263199,sun  moon  star,kurt vonnegut jr.,ivan chermayeff,n,3.78,62,420,40,9780000000000.0,eng,1980-01-01,harpercollins publishers
9605,051712436x,cat's cradle/god bless you mr. rosewater/breakfast of champions,kurt vonnegut jr.,,n,4.36,527,914,8,9780000000000.0,eng,1995-05-28,wings books
9619,60544880,bradbury stories: 100 of his most celebrated tales,ray bradbury,,n,4.41,912,5161,184,9780000000000.0,eng,2005-04-05,william morrow paperbacks
9620,61131547,farewell summer (green town  #3),ray bradbury,,n,3.72,211,3405,338,9780000000000.0,eng,2006-10-17,william morrow
9622,553286374,classic stories 1: the golden apples of the sun/r is for rocket,ray bradbury,,n,4.21,348,847,60,9780000000000.0,eng,1990-04-07,bantam books
9623,380977265,dandelion wine,ray bradbury,,n,4.09,267,676,119,9780000000000.0,eng,1999-02-01,william morrow
9626,60859628,the homecoming,ray bradbury,dave mckean,n,4.08,56,806,98,9780000000000.0,eng,2006-08-30,collins design
9629,1877741094,zen in the art of writing: essays on creativity,ray bradbury,,n,4.1,176,909,135,9780000000000.0,eng,1993-08-01,joshua odell editions
9632,553112449,switch on the night,ray bradbury,leo dillon/diane dillon,n,4.13,40,198,12,9780000000000.0,eng,2004-09-14,dragonfly books
9633,743474767,the best of ray bradbury,ray bradbury,dave gibbons/richard corben/mike mignola,n,4.07,162,308,28,9780000000000.0,eng,2012-06-21,ibooks
9635,60545844,the bradbury chronicles: the life of ray bradbury,sam weller,,n,4.24,384,372,45,9780000000000.0,eng,2006-02-21,harper perennial
9638,60777338,the cat's pajamas,ray bradbury,,n,3.73,234,1370,122,9780000000000.0,eng,2005-07-26,william morrow paperbacks
9639,375415033,essays,george orwell,john carey,n,4.33,1369,607,48,9780000000000.0,eng,2002-10-15,everyman's library classics
9644,143036351,why i write,george orwell,,n,4.03,120,6389,541,9780000000000.0,eng,2005-09-06,penguin books
9646,156421178,homage to catalonia,george orwell,lionel trilling,n,4.14,232,30358,1629,9780000000000.0,eng,1980-10-22,harcourt  inc.(harvest book)
15562,743209516,ilse witch (voyage of the jerle shannara #1),terry brooks,,n,3.96,464,144,9,9780000000000.0,eng,2000-10-02,earthlight
9652,156701766,the orwell reader: fiction  essays  and reportage,george orwell,richard h. rovere,n,4.38,480,274,22,9780000000000.0,eng,2061-03-08,mariner books
9653,679420258,if on a winter's night a traveler,italo calvino,william weaver/peter washington,n,4.05,254,1444,180,9780000000000.0,eng,1993-06-01,everyman's library
9657,1585425001,parachutes & kisses,erica jong,,n,3.46,405,577,26,9780000000000.0,eng,2006-08-03,tarcherperigee
9659,1585425249,fear of fifty: a midlife memoir,erica jong,,n,3.55,329,455,31,9780000000000.0,eng,2006-09-07,tarcherperigee
9660,1585424994,how to save your own life: an isadora wing novel,erica jong,anthony burgess,n,3.6,313,1316,80,9780000000000.0,eng,2006-07-06,tarcherperigee
9666,1585425494,any woman's blues,erica jong,,n,3.51,362,425,28,9780000000000.0,eng,2007-01-01,tarcherperigee
9669,1585425540,what do women want?: essays by erica jong,erica jong,,n,3.69,309,164,9,9780000000000.0,eng,2007-05-10,tarcherperigee
9677,393324354,fanny: being the true history of the adventures of fanny hackabout-jones,erica jong,,n,3.79,512,971,71,9780000000000.0,eng,2003-05-17,w. w. norton  company
9681,440201047,serenissima aka shylock's daughter,erica jong,,n,3.29,384,282,17,9780000000000.0,eng,1988-03-01,dell
9696,1559362154,dogeaters,jessica hagedorn,,n,3.59,96,90,8,9780000000000.0,eng,2002-12-01,theatre communications group
9704,374528667,crescent and star: turkey between two worlds,stephen kinzer,,n,3.84,272,797,116,9780000000000.0,eng,2002-09-04,farrar  straus and giroux
9712,140003468x,love in the time of cholera,gabriel garcía márquez,edith grossman,n,3.91,348,324487,13070,9780000000000.0,eng,2003-10-05,vintage international
9713,9500703203,el amor en los tiempos del cólera,gabriel garcía márquez,,n,3.91,451,663,46,9790000000000.0,spa,1992-01-01,sudamericana
9714,826414753,gabriel garcia marquez's love in the time of cholera: a reader's guide,thomas fahy,,n,4.24,188,1953,84,9780000000000.0,eng,2003-04-10,bloomsbury academic
9717,571224385,the unbearable lightness of being,milan kundera,michael henry heim,n,4.1,320,248686,8251,9780000000000.0,eng,2009-10-27,harper perennial
9723,385468865,obasan,joy kogawa,,n,3.64,320,5407,368,9780000000000.0,eng,1993-12-27,anchor books
9735,765344955,ender's game boxed set: ender's game  ender's shadow  shadow of the hegemon,orson scott card,,y,4.49,1296,1795,60,9780000000000.0,eng,2002-09-16,tor books
9739,812532570,speaker for the dead (ender's saga  #2),orson scott card,,n,4.07,432,317,31,9780000000000.0,eng,1987-02-15,tor books
9742,307237699,the audacity of hope: thoughts on reclaiming the american dream,barack obama,,n,3.75,375,127324,4496,9780000000000.0,eng,2006-10-17,crown
9746,679746323,mao: the unknown story,jung chang,jon halliday,n,3.83,801,8035,640,9780000000000.0,eng,2006-11-14,anchor books
9754,097607267x,the art of war,mao zedong,,n,4.2,328,62,0,9780000000000.0,eng,2005-04-01,el paso norte press
9755,60826584,oracle bones: a journey between china's past and present,peter hessler,,n,4.18,512,5247,491,9780000000000.0,eng,2006-04-25,harper
9763,7176155,wild swans: three daughters of china,jung chang,,n,4.26,666,1832,214,9780000000000.0,eng,2004-04-05,harper perennial
9767,446608475,the wild swans,peg kerr,,n,3.67,464,352,37,9780000000000.0,eng,2001-11-01,aspect
9784,486424588,women in love,d.h. lawrence,,n,3.67,416,25059,702,9780000000000.0,eng,2003-01-15,dover publications
9786,99474123,women who love too much,robin norwood,,n,4.02,314,267,32,9780000000000.0,eng,2004-09-02,arrow
9787,553381415,men who hate women and the women who love them: when loving hurts and you don't know why,susan forward,joan torres,n,4.09,304,1570,64,9780000000000.0,eng,2002-01-02,bantam
9789,767902521,a walk in the woods: rediscovering america on the appalachian trail,bill bryson,,n,4.06,284,4315,532,9780000000000.0,eng,1999-05-04,broadway books
9791,307279464,a walk in the woods: rediscovering america on the appalachian trail,bill bryson,,n,4.06,397,308840,14993,9780000000000.0,eng,2006-12-26,anchor books
9796,736411038,a walk in the woods (stickerific),walt disney company,,n,3.5,16,8,0,9780000000000.0,eng,2001-01-23,golden/disney
9799,571219357,the fortress of solitude,jonathan lethem,,n,3.88,528,16714,1010,9780000000000.0,eng,2005-01-06,faber and faber
9802,1932806490,fortress of solitude / the devil genghis,kenneth robeson,lester dent,n,3.99,128,95,11,9780000000000.0,eng,2006-12-01,nostalgia ventures
9806,330261568,our ancestors: the cloven viscount  the baron in the trees  the non-existent knight,italo calvino,,n,4.27,393,958,57,9780000000000.0,eng,1980-12-31,picador
9811,156260557,difficult loves,italo calvino,,n,3.94,300,4084,205,9780000000000.0,eng,1985-09-23,mariner books
9813,156659751,the nonexistent knight & the cloven viscount,italo calvino,,n,4.03,272,4701,181,9780000000000.0,eng,1977-03-28,mariner books
9815,1400042828,the view from castle rock,alice munro,,n,3.68,349,3459,423,9780000000000.0,eng,2006-11-07,alfred a. knopf
9816,771065264,the view from castle rock,alice munro,,n,3.68,368,53,12,9780000000000.0,eng,2008-11-19,mcclelland and stewart
9820,037575931x,crossing to safety,wallace stegner,terry tempest williams/t.h. watkins,n,4.16,368,31394,4262,9780000000000.0,eng,2002-04-09,modern library
9826,525477624,oh rats! the story of rats and people,albert marrin,c.b. mordan,n,3.77,48,432,90,9780000000000.0,eng,2006-08-17,dutton books for young readers
9827,385333765,king rat (asian saga  #4),james clavell,,n,4.14,368,28103,643,9780000000000.0,eng,2009-05-19,delta
9828,60837160,rat bastards: the life and times of south boston's most honorable irish mobster,"john ""red"" shea",mark wahlberg,n,3.51,304,34,3,9780000000000.0,eng,2006-03-14,william morrow
9831,375700986,julius knipl  real estate photographer: the beauty supply district,ben katchor,,n,4.35,120,174,16,9780000000000.0,eng,2003-08-12,pantheon
9832,1400102952,blind willow  sleeping woman: 24 stories,haruki murakami,ellen archer/patrick lawlor,n,3.84,0,28,3,9780000000000.0,eng,2006-10-15,tantor media
9833,1400044618,blind willow  sleeping woman,haruki murakami,philip gabriel/jay rubin,n,3.84,333,22847,1280,9780000000000.0,eng,2006-08-29,alfred a. knopf
9838,316159417,the bookseller of kabul,åsne seierstad,ingrid christopherson,y,3.77,288,34941,2473,9780000000000.0,eng,2004-10-26,little  brown and company
9840,807831093,jasmine and stars: reading more than lolita in tehran,fatemeh keshavarz,,n,3.63,174,258,46,9780000000000.0,eng,2007-03-05,university of north carolina press
9841,393061221,making globalization work,joseph e. stiglitz,,n,3.85,384,1718,88,9780000000000.0,eng,2006-09-17,w. w. norton  company
9844,081297235x,prep : a novel,curtis sittenfeld,,n,3.38,420,55304,4450,9780000000000.0,eng,2005-11-22,random house trade paperbacks
9862,8426415164,tan fuerte  tan cerca,jonathan safran foer,,n,3.98,457,47,1,9790000000000.0,eng,2005-09-30,lumen
9863,851703003,the wizard of oz,salman rushdie,richard maltby/melvyn bragg,n,4.0,69,749,54,9780000000000.0,eng,1992-05-27,british film institute
2802,425181642,e=mc²: a biography of the world's most famous equation,david bodanis,,n,4.09,337,6368,321,9780000000000.0,eng,2000-10-01,berkley trade
9865,009959241x,the moor's last sigh,salman rushdie,,n,3.93,434,10414,445,9780000000000.0,eng,1996-07-04,vintage
9866,8497598369,los versos satánicos,salman rushdie,,n,3.71,679,1,0,9790000000000.0,spa,2003-08-30,debolsillo
9873,140189351,dangling man,saul bellow,salman rushdie,n,3.54,191,1718,103,9780000000000.0,eng,1996-10-01,penguin classics
9875,812969995,grimus,salman rushdie,,n,3.41,320,2560,150,9780000000000.0,eng,2003-09-30,random house trade
9888,140274111,breakfast at tiffany's,truman capote,,n,3.89,157,2107,238,9780000000000.0,eng,1998-09-03,penguin books
9897,041377242x,jesus' son,denis johnson,,n,4.09,192,321,30,9780000000000.0,eng,2007-01-23,methuen publishing
9903,99440830,angels,denis johnson,,n,3.72,209,4263,227,9780000000000.0,eng,2003-03-06,vintage
9904,60926961,the throne of the third heaven of the nations millennium general assembly: poems collected and new,denis johnson,,n,4.15,225,562,33,9780000000000.0,eng,1996-01-01,harper perennial
5653,1903252040,the elephant war,gillian avery,,n,3.67,256,19,3,9780000000000.0,eng,2000-10-01,jane nissen books
9912,067978148x,the rules of attraction,bret easton ellis,,n,3.68,283,35311,974,9780000000000.0,eng,1998-06-30,vintage contemporaries
9921,1581821360,the southern haunting of truman capote,james c.    simmons,marie rudisill,n,3.9,135,29,3,9780000000000.0,eng,2000-10-01,cumberland house publishing
9915,679781498,less than zero,bret easton ellis,,n,3.58,208,55900,2543,9780000000000.0,eng,2010-06-09,vintage books
9919,375837892,a christmas memory,truman capote,,n,4.24,48,9982,849,9780000000000.0,eng,2006-10-10,knopf books for young readers
9920,375507906,in cold blood,truman capote,bob colacello,n,4.07,343,3266,332,9780000000000.0,eng,2002-03-05,modern library
13143,446608815,pop goes the weasel (alex cross  #5),james patterson,,n,4.0,461,52093,985,9780000000000.0,eng,2000-10-01,time warner books
9922,812975936,summer crossing,truman capote,,n,3.44,142,5274,428,9780000000000.0,eng,2006-09-28,modern library
9923,141185937,answered prayers,truman capote,,n,3.49,192,102,17,9780000000000.0,eng,2001-10-25,penguin classics
9924,679745572,the grass harp  including a tree of night and other stories,truman capote,,n,4.01,272,4533,188,9780000000000.0,eng,1993-09-28,vintage
9929,962088110,from babylon to timbuktu: a history of the ancient black races including the black hebrews,rudolph r. windsor,el hagahn,n,4.31,151,406,30,9780000000000.0,eng,2006-08-25,windsor golden series
9931,792274571,cruelest journey: six hundred miles to timbuktu,kira salak,,n,3.93,320,542,65,9780000000000.0,eng,2004-11-01,national geographic society
9936,385280793,between time and timbuktu or prometheus-5,kurt vonnegut jr.,,n,3.46,304,727,23,9780000000000.0,eng,2072-07-15,delta
9950,1594201080,murder in amsterdam: the death of theo van gogh and the limits of tolerance,ian buruma,,n,3.72,288,996,98,9780000000000.0,eng,2006-09-07,penguin press hc  the
9957,99468387,the cement garden,ian mcewan,,n,3.54,144,18376,1022,9780000000000.0,eng,2004-08-05,vintage
9961,99429799,atonement,ian mcewan,,n,3.9,372,4844,506,9780000000000.0,eng,2002-05-02,vintage
9974,879074493,gertrud the great of helfta: spiritual exercises,gertrude the great,gertrud jaron lewis,n,3.43,165,7,1,9780000000000.0,eng,1989-11-01,cistercian publications
9975,3518373900,gertrud,hermann hesse,,n,3.85,180,134,5,9780000000000.0,deu,1983-01-01,suhrkamp
9981,805232117,der prozess,franz kafka,,n,3.98,0,2,0,9780000000000.0,deu,1988-05-05,schocken
9987,3442730503,naokos lächeln,haruki murakami,ursula gräfe,n,4.03,416,1254,63,9780000000000.0,deu,2003-02-01,btb
9997,375726527,the ruined map,kōbō abe,e. dale saunders,n,3.55,304,1398,105,9780000000000.0,eng,2001-12-04,vintage
10000,375726535,the face of another,kōbō abe,e. dale saunders,n,3.78,238,2584,153,9780000000000.0,eng,2003-02-04,vintage
10002,231082819,three plays: involuntary homicide / the green stockings / the ghost is here,kōbō abe,donald keene,n,3.91,233,83,4,9780000000000.0,eng,1997-03-01,columbia university press
10004,375726543,secret rendezvous,kōbō abe,juliet winters carpenter,n,3.61,192,989,82,9780000000000.0,eng,2002-07-09,vintage
10006,965913228,oracle night,paul auster,,n,3.78,245,9941,462,9780000000000.0,eng,2003-12-02,henry holt
10008,1582346437,eleanor rigby,douglas coupland,,n,3.65,272,8517,372,9780000000000.0,eng,2006-05-30,bloomsbury usa
10009,156421356,homo faber,max frisch,,n,3.74,228,12491,267,9780000000000.0,eng,1994-05-01,mariner books
10013,3804417833,erläuterungen zu max frisch  homo faber,bernd matzkowski,,n,3.6,104,4,0,9780000000000.0,deu,2002-05-11,c. bange
10023,3458340440,homo faber: ein bericht.,max frisch,,n,3.74,298,37,5,9780000000000.0,deu,1995-01-01,insel
10029,1400076323,the philosophy of jean-paul sartre,jean-paul sartre,,n,3.89,512,190,8,9780000000000.0,eng,2003-05-27,vintage
10033,415278481,being and nothingness,jean-paul sartre,hazel e. barnes/mary warnock/richard eyre,n,3.96,688,23344,267,9780000000000.0,eng,2003-08-28,routledge
10034,679738959,the age of reason,jean-paul sartre,,n,3.98,408,9477,313,9780000000000.0,eng,1992-07-07,vintage international
10040,3492207006,die entdeckung der langsamkeit,sten nadolny,,n,3.95,358,1806,27,9780000000000.0,deu,1999-03-28,piper verlag
10050,385481969,youth in revolt: the journals of nick twisp,c.d. payne,,n,4.02,512,8257,793,9780000000000.0,eng,2001-01-01,broadway books
10055,449911411,and i don't want to live this life: a mother's story of her daughter's murder,deborah spungen,,n,4.1,408,4746,298,9780000000000.0,eng,1996-09-29,ballantine books
10057,571145450,sid and nancy: love kills,alex cox,abbe wool,n,3.48,143,140,5,9780000000000.0,eng,1986-12-31,faber & faber
10058,553384155,flags of our fathers,james d. bradley,ron powers,n,4.19,382,45954,1297,9780000000000.0,eng,2006-08-29,bantam
10061,440229200,flags of our fathers: a young people's edition,michael r. french,ron powers/james d. bradley,n,4.17,224,255,28,9780000000000.0,eng,2006-08-01,laurel leaf library
10073,1594481938,a long way down,nick hornby,,n,3.42,368,65202,3943,9780000000000.0,eng,2006-05-02,riverhead books
10075,185549695x,clockwork (cover to cover),philip pullman,,n,3.87,0,24,1,9780000000000.0,eng,2002-07-29,bbc audiobooks
10079,038531129x,mary queen of scots,antonia fraser,,n,4.05,568,12235,306,9780000000000.0,eng,1993-09-01,delta
10080,712664564,mary queen of scots and the murder of lord darnley,alison weir,,n,4.04,640,4947,119,9780000000000.0,eng,2004-02-05,pimlico
10083,946487502,on the trail of mary  queen of scots,j. keith cheetham,,n,3.25,192,12,1,9780000000000.0,eng,1999-06-01,luath press ltd
10084,886778441,river of blue fire (otherland  #2),tad williams,,n,4.02,675,13383,235,9780000000000.0,eng,1999-09-01,daw books
10089,439194040,mary  queen of scots: queen without a country,kathryn lasky,,n,3.83,202,4825,148,9780000000000.0,eng,2002-05-01,scholastic
19688,425176932,breaking point (tom clancy's net force  #4),steve perry,tom clancy/steve pieczenik,n,3.7,368,8119,32,9780000000000.0,eng,2000-10-01,berkley
10096,1860645887,mary  queen of scots: pride  passion and a kingdom lost,jenny wormald,,n,3.72,224,39,6,9780000000000.0,eng,2001-05-04,tauris parke paperbacks
10097,618254110,queen of scots: the true life of mary stuart,john guy,,n,3.93,581,1882,155,9780000000000.0,eng,2004-04-07,houghton mifflin
10105,312352182,the last wife of henry viii,carolly erickson,,n,3.89,326,10702,366,9780000000000.0,eng,2006-10-03,st. martin's press
10106,345407865,the children of henry viii,alison weir,,n,4.05,385,11134,418,9780000000000.0,eng,1997-07-08,ballantine books
10107,60837330,the last days of henry viii,robert hutchinson,,n,4.14,368,1523,23,9780000000000.0,eng,2005-09-20,william morrow
10108,312194390,the autobiography of henry viii: with notes by his fool  will somers,margaret george,,n,4.26,939,24108,822,9780000000000.0,eng,1998-09-15,griffin
10112,140714758,henry viii (shakespeare  pelican),william shakespeare,stephen orgel,n,3.54,126,93,14,9780000000000.0,eng,2001-08-01,penguin classics
10115,330353829,the memoirs of cleopatra,margaret george,,n,4.18,1139,15616,913,9780000000000.0,eng,1998-01-10,macmillan general books
10118,316367958,saint george and the dragon,margaret hodges,trina schart hyman,n,4.18,32,6935,389,9780000000000.0,eng,1990-09-04,little  brown books for young readers
10126,312337078,kiss me like a stranger: my search for love and art,gene wilder,,n,3.9,261,3668,419,9780000000000.0,eng,2006-03-07,st. martin's griffin
10134,3499222507,wie ich eines schönen morgens im april das 100%ige mädchen sah,haruki murakami,nora bierich,n,3.8,218,44,2,9780000000000.0,deu,1998-08-01,rowohlt tb
10147,1593080344,the complete sherlock holmes  volume i,arthur conan doyle,kyle freeman,n,4.49,709,26794,278,9780000000000.0,eng,2003-09-01,barnes  noble classics
10148,1593080409,the complete sherlock holmes  volume ii,arthur conan doyle,kyle freeman,n,4.47,709,874,57,9780000000000.0,eng,2003-10-01,barnes  noble classics
10156,312425945,the last of her kind,sigrid nunez,,n,3.72,391,1459,242,9780000000000.0,eng,2006-12-12,picador usa
10165,449908976,anatomy of love: a natural history of mating  marriage  and why we stray,helen fisher,,n,3.94,432,501,36,9780000000000.0,eng,1994-01-03,ballantine books
10170,189491712x,the devil's in the details (a camilla macphee mystery  #4),mary jane maffini,,n,4.0,320,63,11,9780000000000.0,eng,2004-10-01,napoleon and co
10172,1565117727,wigfield: the can-do town that just may not,amy sedaris,stephen colbert/paul dinello,n,3.58,5,81,19,9780000000000.0,eng,2004-05-19,highbridge audio
10173,822216310,the santaland diaries and season's greetings,david sedaris,joe mantello,n,4.18,54,584,34,9780000000000.0,eng,1998-12-01,dramatists play service
10174,312306180,jenny and the jaws of life: short stories,jincy willett,david sedaris,n,3.74,272,1307,178,9780000000000.0,eng,2002-09-14,st. martin's griffin
10200,8644101277,venac sonetnih venaca; puževa srma,dobrica erić,,n,0.0,222,0,0,9790000000000.0,srp,1996-01-01,"izdavačka agencija ""draganić"""
10203,156002167,view with a grain of sand: selected poems,wisława szymborska,stanisław barańczak/clare cavanagh,n,4.33,214,3479,211,9780000000000.0,eng,1995-05-26,mariner books
10204,571191630,view with a grain of sand: selected poems,wisława szymborska,,n,4.33,214,33,7,9780000000000.0,eng,1996-10-23,faber  faber
22364,1563896311,jla: earth 2,grant morrison,frank quitely,n,3.97,96,5165,143,9780000000000.0,eng,2000-10-01,dc comics
10206,691013802,sounds  feelings  thoughts:  seventy poems by wislawa szymborska,wisława szymborska,magnus j. kruyski,n,4.36,232,229,22,9780000000000.0,eng,1981-08-21,princeton university press
10208,393323854,miracle fair: selected poems,wisława szymborska,joanna trzeciak/czesław miłosz,n,4.42,159,482,47,9780000000000.0,eng,2002-11-17,w. w. norton  company
10210,142437204,jane eyre,charlotte brontë,michael mason,n,4.12,532,1409369,27884,9780000000000.0,eng,2003-02-04,penguin
10215,517333414,the far pavilions,m.m. kaye,,n,4.21,0,19,4,9780000000000.0,eng,1988-12-12,random house value publishing
23922,694524190,the edgar allan poe audio collection,edgar allan poe,,y,4.39,5,289,64,9780000000000.0,eng,2000-10-01,harper audio
10219,312049994,the sun in the morning: my early years in india and england,m.m. kaye,,n,4.22,454,249,39,9780000000000.0,eng,1990-09-01,st. martin's press
33837,743411471,when night falls,linda  anderson,,n,3.44,436,41,3,9780000000000.0,eng,2000-10-01,pocket books
41111,892818786,walking the world in wonder: a children's herbal,ellen evert hopman,steven foster,n,4.29,160,52,4,9780000000000.0,eng,2000-10-01,healing arts press
10222,031215125x,the far pavilions,m.m. kaye,,n,4.21,958,37064,1028,9780000000000.0,eng,1997-01-15,st. martin's griffin
41907,3551552096,harry potter und die kammer des schreckens (harry potter  #2),j.k. rowling,,n,4.42,351,26,1,9780000000000.0,deu,2000-09-30,carlsen
10232,520243269,pathologies of power: health  human rights and the new war on the poor,paul farmer,amartya sen,n,4.25,438,3994,212,9780000000000.0,eng,2004-11-22,university of california press
10233,520229134,infections and inequalities: the modern plagues,paul farmer,,n,4.09,424,2534,80,9780000000000.0,eng,2001-02-23,university of california press
10235,812973011,mountains beyond mountains: the quest of dr. paul farmer  a man who would cure the world,tracy kidder,,n,4.21,333,63813,4347,9780000000000.0,eng,2004-08-31,random house trade
3105,141183357,howards end,e.m. forster,,n,3.96,352,368,26,9780000000000.0,eng,2000-09-28,penguin books
10255,977795306,dr. mary's monkey: how the unsolved murder of a doctor  a secret laboratory in new orleans and cancer-causing monkey viruses are linked to lee harvey oswald  the jfk assassination and emerging global epidemics,edward t. haslam,jim marrs,n,3.92,374,1023,164,9780000000000.0,eng,2007-04-01,trine day
10261,2884490477,the art of richard p. feynman,michelle feynman,,n,4.31,174,13,2,9780000000000.0,eng,1995-07-01,routledge
10263,080283972x,the early history of god: yahweh and the other deities in ancient israel,mark s. smith,patrick d. miller,n,4.03,243,238,29,9780000000000.0,eng,2002-08-28,eerdmans
10269,520213688,haiti  history  and the gods,joan dayan,colin dayan,n,3.95,362,37,1,9780000000000.0,eng,1998-03-10,university of california press
10270,195309685,acts of god: the unnatural history of natural disaster in america,ted steinberg,,n,3.72,309,104,8,9780000000000.0,eng,2006-06-01,oxford university press  usa
10285,62508113,the world's religions,huston smith,,n,4.07,416,8741,306,9780000000000.0,eng,1991-09-13,harperone
10289,800637143,introduction to world religions,christopher partridge,,n,3.78,495,44,4,9780000000000.0,eng,2005-03-24,augsburg fortress publishing
